Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
B0035,Male,AllSite,05yrs,183281,1058,551.1,516.6,587.3,116529,756,550.4,509.8,593.5,57607,290,606.3,533.9,685.6
B0038,Male,AllSite,05yrs,143520,885,583.6,544.9,624.3,113861,772,595.5,553.3,640,21114,96,631.8,504,780.5
B0043,Male,AllSite,05yrs,180705,1024,553.1,518.6,589.2,109845,735,556.7,516.2,599.7,56974,269,617.9,539.8,703.7
B0044,Male,AllSite,05yrs,182817,1142,569.5,536.1,604.5,114214,797,543.4,505.3,583.8,63407,334,694.5,616.9,778.6
B0047,Male,AllSite,05yrs,167006,975,516.9,484.1,551.5,99722,699,523.9,484.6,565.9,63183,272,529.5,465.2,599.8
B0049,Male,AllSite,05yrs,156523,738,498.7,462.5,536.9,91716,483,467.9,426.2,512.8,57650,247,586,512.8,666.4
B0051,Male,AllSite,05yrs,242347,1347,534,505.4,563.9,184542,1102,528.8,497.4,561.6,47205,222,616.5,534.3,707.1
B0058,Male,AllSite,05yrs,239755,1411,569.5,539.3,601,186137,1229,581.3,548.4,615.7,31910,153,637.9,533.9,755.4
B0059,Male,AllSite,05yrs,130985,835,590.8,549.7,634.3,86442,590,575.9,528.5,626.7,39277,236,675.4,587.5,772.5
B0066,Male,AllSite,05yrs,200796,1345,613.1,579.9,647.8,112806,839,594.3,553.6,637.3,82476,492,673.3,612.4,738.5
B0067,Male,AllSite,05yrs,254275,1660,569.9,541.6,599.2,195946,1327,556.2,525.5,588.3,46797,310,704.6,622.7,794.1
B0071,Male,AllSite,05yrs,137432,615,586.4,539.7,636,98723,504,583.7,532.7,638.1,20704,84,727.9,568.7,914.4
B0072,Male,AllSite,05yrs,129701,648,508.6,468,551.6,86783,478,508.2,461.4,558.4,33543,152,560.5,467.5,665.7
Statewide,Male,Prostate,05yrs,11309562,16936,137.4,135.2,139.5,6857584,10613,121.9,119.5,124.3,3574132,5843,191.8,186.6,197.1
Nationwide,Male,Prostate,05yrs,778146950,965133,110.4,110.2,110.7,494181971,696366,103.4,103.2,103.7,97683165,151107,181.8,180.8,182.8
A9001,Male,Prostate,05yrs,136012,236,164.7,143.8,187.9,112465,218,168.4,146.2,193.1,15420,,,,
A9002,Male,Prostate,05yrs,149292,201,125.3,107.7,144.9,69076,108,107.6,87.4,131.7,32288,50,211.3,147.4,291.5
A9003,Male,Prostate,05yrs,146448,262,159.4,139.9,180.9,57147,82,100.7,79.5,126.4,68587,158,245.2,205.3,290.4
A9004,Male,Prostate,05yrs,153319,310,179.5,159.8,201,70522,145,140,118,165.4,74951,161,260.4,219.4,306.7
A9005,Male,Prostate,05yrs,143308,245,172.2,149.7,197.1,11649,21,135,81.6,227.1,111572,213,194.3,166.6,225.3
A9006,Male,Prostate,05yrs,144361,229,151.7,132,173.6,88336,150,143.1,120.4,169,46223,76,187.1,146,236.3
A9007,Male,Prostate,05yrs,153380,229,149.6,129.9,171.5,86880,104,127.9,102.8,157.2,53212,112,179.3,146.8,217.2
A9008,Male,Prostate,05yrs,165746,275,144.6,127.3,163.5,129337,214,133.9,115.9,154,26663,56,234.7,174.6,308.6
A9009,Male,Prostate,05yrs,147096,193,126.6,108.7,146.7,93350,131,113.9,94.7,136.1,45780,60,175.8,131.6,231
A9010,Male,Prostate,05yrs,150288,233,134.1,117.2,153,98273,169,131.5,112,153.7,40669,62,158.3,120.3,204.4
A9011,Male,Prostate,05yrs,151695,218,125.4,108.3,144.5,122324,188,123,105.1,143.3,17088,25,181.5,109.5,282.4
A9013,Male,Prostate,05yrs,150440,173,121.3,103.6,141.1,105746,119,104.9,86.8,125.8,28537,48,203.7,144.3,278.6
A9014,Male,Prostate,05yrs,139242,184,156.6,133.1,182.9,110455,160,151.1,127.1,178.3,16181,,,,
A9015,Male,Prostate,05yrs,142051,265,168.3,147.8,190.9,49302,97,164.2,131,203.6,81468,155,175.1,147.7,206.3
A9016,Male,Prostate,05yrs,187162,252,120.2,105.5,136.4,145371,215,118.3,102.8,135.6,34802,36,134,91.2,191.5
A9017,Male,Prostate,05yrs,152883,241,139.4,121.6,159,69531,110,114.5,93.4,139.3,78534,131,181,149.4,217.3
A9018,Male,Prostate,05yrs,140963,203,116.1,100.2,134,119425,179,114.4,97.7,133.4,11530,17,135.8,76.5,225.2
A9019,Male,Prostate,05yrs,161613,229,136.4,118.4,156.4,64827,108,119.1,97,145.2,60602,99,202.4,158.2,254.9
A9020,Male,Prostate,05yrs,150634,218,143.8,124.7,165.1,35435,71,117.4,91.3,150.3,109113,145,160.3,133,191.4
A9021,Male,Prostate,05yrs,148115,241,127.1,111.1,144.9,99628,210,133.8,115.7,154.3,17109,,,,
A9022,Male,Prostate,05yrs,156627,251,159.3,139.5,181.2,63244,104,130.3,105.7,159.4,89683,146,195.6,163.6,231.8
A9023,Male,Prostate,05yrs,155950,243,137,119.3,156.6,54101,64,93.4,69.8,124,87862,172,172.2,146.3,201.6
A9024,Male,Prostate,05yrs,158065,214,141,121.3,163.1,61141,74,102.4,79.3,131.5,80027,119,166.2,134.3,203.1
A9025,Male,Prostate,05yrs,140731,177,143.2,122.1,166.7,89504,137,146.4,122.2,174,40988,37,136.8,94.1,191.9
A9026,Male,Prostate,05yrs,149206,260,154.3,135.6,174.9,83201,171,151.3,129,176.8,55084,82,188.5,146.7,237.8
A9027,Male,Prostate,05yrs,138245,208,148.3,127.8,171.1,99230,151,137.1,115.2,162.1,22476,47,247.2,177.6,334.4
A9028,Male,Prostate,05yrs,149655,262,130.7,115.2,148,108323,231,134.6,117.5,153.8,13869,,,,
A9029,Male,Prostate,05yrs,153192,167,124.5,105.5,145.8,137050,157,125.7,105.9,148,8168,,,,
A9030,Male,Prostate,05yrs,152020,216,128.6,111.7,147.4,78151,155,121,102.5,142.5,56300,54,164.9,119.2,222.4
A9031,Male,Prostate,05yrs,138888,185,160.2,135.7,187.7,112498,152,150.1,125,178.7,15605,25,267.4,144.7,441.3
A9033,Male,Prostate,05yrs,177583,197,107.4,92.2,124.4,158098,177,103.4,87.9,120.8,12126,,,,
A9034,Male,Prostate,05yrs,151126,238,129.8,113.3,148.1,89232,151,116.3,98,137.5,55056,85,178.4,140.5,223.1
A9035,Male,Prostate,05yrs,157260,239,140.1,122.4,159.7,78885,106,110.1,89.7,134.1,72115,130,188.7,156.3,225.6
A9036,Male,Prostate,05yrs,158291,235,138.6,121,158,112755,195,137.2,118.3,158.5,34709,32,129.3,82.7,193
A9037,Male,Prostate,05yrs,145738,258,132.8,116.7,150.7,107821,193,123.6,106.3,143.3,21497,43,182.4,129.8,249.7
A9038,Male,Prostate,05yrs,154358,175,107.9,92.1,125.6,107600,127,98.5,81.8,117.9,34600,47,181.6,129.6,246.3
A9039,Male,Prostate,05yrs,158802,220,117.6,102,134.9,114956,166,106.8,90.6,125.2,29899,47,202.9,145.5,274.5
A9040,Male,Prostate,05yrs,140592,176,122.7,104.8,142.8,92447,126,111.9,92.9,133.8,30070,48,221.8,156,304.3
A9041,Male,Prostate,05yrs,152337,294,172.3,152.3,194.2,98757,220,168.7,146.2,194,37451,68,225.6,170.3,292.8
A9042,Male,Prostate,05yrs,155089,213,125.7,108.1,145.5,73969,99,96.6,77.3,119.8,53388,91,194.3,151.8,246
A9043,Male,Prostate,05yrs,149719,204,139.4,120.2,160.7,70812,118,139.4,114.8,168.1,70973,86,142.2,111.7,178.3
A9044,Male,Prostate,05yrs,185740,243,138.5,121,157.8,77833,106,108.6,88.6,132.1,101258,135,183.9,151.5,220.7
A9045,Male,Prostate,05yrs,148130,229,146.2,127.2,167.4,34888,52,96.8,71.5,129.8,100298,165,186.7,157,220.4
A9046,Male,Prostate,05yrs,144567,243,179.4,156.4,204.9,15092,34,116.7,79.8,172.2,122435,204,210.8,179.2,246.3
A9048,Male,Prostate,05yrs,160083,189,189.2,161.9,219.7,72770,57,157.4,117.7,206.1,71354,130,217,179.2,260.1
A9049,Male,Prostate,05yrs,151551,262,167.1,146.1,190.4,94098,200,153.1,131.3,177.8,42273,55,318.8,219.5,444.2
B0002,Male,Prostate,05yrs,140711,187,118.5,101.8,137.4,101037,139,102.4,85.8,121.5,31297,46,232.9,166.1,316.1
B0004,Male,Prostate,05yrs,169642,264,118.8,104.6,134.4,99991,157,95.1,80.6,111.9,63696,102,186.3,149.7,228.9
B0010,Male,Prostate,05yrs,148593,209,117,101.3,134.4,83813,115,96.4,79.3,116.6,59945,90,160.8,128.4,198.9
B0011,Male,Prostate,05yrs,178679,223,107.9,93.7,123.7,156755,197,104.3,89.8,120.6,14522,23,180.5,110.3,277.7
B0013,Male,Prostate,05yrs,165691,185,120,102.5,139.5,110867,129,108.3,89.7,129.7,33426,43,189.4,131.6,262.5
B0016,Male,Prostate,05yrs,158150,298,146.4,129.6,164.9,84327,162,123.8,104.9,145.6,70323,135,192.6,158.7,231.6
B0019,Male,Prostate,05yrs,145964,262,139.7,123.1,158.1,84231,141,109.5,92,130,57833,119,209.8,172.8,252.4
B0024,Male,Prostate,05yrs,188411,345,154.4,138,172.2,112990,205,133.3,115.3,153.5,58205,125,211.5,173.8,255
B0026,Male,Prostate,05yrs,125099,212,123.8,107.3,142.4,80640,147,117.2,98.4,139,34258,63,183.3,138.6,237.8
B0030,Male,Prostate,05yrs,159831,243,134.9,117.8,153.8,68552,96,101.1,81.6,124.5,82641,146,188,155.9,224.8
B0032,Male,Prostate,05yrs,145272,276,172.1,151.5,194.7,75811,150,151.7,127.8,179.2,64119,126,223.9,182.6,271.4
B0034,Male,Prostate,05yrs,236783,345,133.6,119.5,149,175767,276,131,115.6,148,52126,68,159.5,122.6,203.7
B0035,Male,Prostate,05yrs,183281,248,123.8,108.1,141.2,116529,150,101.8,85.4,120.7,57607,98,209.9,167.8,258.9
B0038,Male,Prostate,05yrs,143520,275,174.2,153.7,196.6,113861,240,177.9,155.7,202.5,21114,30,184.6,121.4,268
B0043,Male,Prostate,05yrs,180705,256,127.5,112,144.8,109845,172,121,103.2,141.1,56974,83,175.1,136.2,221.3
B0044,Male,Prostate,05yrs,182817,284,130.9,115.8,147.5,114214,171,107,91.3,125,63407,111,218.7,177.8,265.8
B0047,Male,Prostate,05yrs,167006,255,127.7,112.2,145,99722,162,113.1,96,132.8,63183,92,175.3,139.6,217
B0049,Male,Prostate,05yrs,156523,189,120.1,103.3,139,91716,103,93.9,76.3,114.5,57650,83,186.9,147.5,233.3
B0051,Male,Prostate,05yrs,242347,294,112.3,99.6,126.2,184542,217,98.5,85.6,112.8,47205,73,210.7,163.1,267.2
B0058,Male,Prostate,05yrs,239755,335,129.8,115.9,145,186137,288,129.4,114.6,145.8,31910,43,170.2,121,232.4
B0059,Male,Prostate,05yrs,130985,236,153.5,133.9,175.4,86442,164,143.7,121.8,168.7,39277,71,194.3,150,247.6
B0066,Male,Prostate,05yrs,200796,341,143.3,128.2,159.7,112806,198,127.2,109.9,146.8,82476,141,179.9,150.4,213.5
B0067,Male,Prostate,05yrs,254275,419,132.4,119.6,146.3,195946,292,110.9,98.1,125,46797,120,263.1,215.5,318.1
B0071,Male,Prostate,05yrs,137432,135,123.7,103.3,146.9,98723,102,111.7,90.7,136,20704,28,234.9,151.5,345
B0072,Male,Prostate,05yrs,129701,168,124.4,105.2,146,86783,107,105,85,128.5,33543,56,203.3,149.7,269.1
Statewide,Both,Lung,05yrs,23126262,17574,68.8,67.8,69.8,13930420,12377,69.2,68,70.5,7523094,4816,72.7,70.5,74.8
Nationwide,Both,Lung,05yrs,1581534421,1094150,60.6,60.5,60.7,1003578378,897163,64.7,64.6,64.8,204332467,114271,64.2,63.8,64.5
A9001,Both,Lung,05yrs,279097,178,62.1,53.1,72.1,229973,164,62.6,53.3,73.2,32542,,,,
A9002,Both,Lung,05yrs,305865,229,68.2,59.4,78,143779,174,80.4,68.5,94.1,70310,38,78.8,53.3,111.4
A9003,Both,Lung,05yrs,309981,274,76.1,67.2,86,118975,147,82.6,69.5,97.8,151775,116,77.8,63.7,94.1
A9004,Both,Lung,05yrs,324503,254,66.3,58.3,75.1,149027,129,55.4,46.1,66.3,160079,119,86.9,71.5,104.6
A9005,Both,Lung,05yrs,309704,192,68.3,58.2,79.5,24606,22,85.2,52.5,135.5,247361,151,66.7,55.4,79.4
A9006,Both,Lung,05yrs,294638,189,63.7,54.7,73.8,178009,141,66.4,55.6,78.6,98218,43,62.2,44.1,84.7
A9007,Both,Lung,05yrs,323260,160,48.3,40.9,56.7,177729,56,34.7,25.8,45.7,118633,97,66.1,53.5,81
A9008,Both,Lung,05yrs,336621,283,73.4,64.8,82.7,264274,242,75.4,65.9,85.8,53735,38,76.6,53.2,106.5
A9009,Both,Lung,05yrs,309048,211,67,58.1,76.9,195325,153,63.9,54,75.2,98494,58,82,60.7,108
A9010,Both,Lung,05yrs,316394,250,62.7,55,71.2,207391,182,61.2,52.4,71.1,86956,64,71,54.5,91.1
A9011,Both,Lung,05yrs,310119,268,73.9,65,83.7,251341,240,75.6,66.1,86.3,35220,25,79.7,48.7,122.7
A9013,Both,Lung,05yrs,300620,234,78.4,68.6,89.2,210982,199,83.3,72.1,95.9,58714,25,47.4,29.9,71.6
A9014,Both,Lung,05yrs,283144,170,74.8,63.4,87.5,226151,154,77.8,65.5,91.7,33938,,,,
A9015,Both,Lung,05yrs,307158,203,59.2,51.1,68.3,99120,66,61.1,46.4,79.1,185556,123,57,47.2,68.5
A9016,Both,Lung,05yrs,395658,293,65.3,57.9,73.3,303792,275,69,61.1,77.9,77730,,,,
A9017,Both,Lung,05yrs,314711,295,79.2,70.2,89,138925,174,88.8,75.9,103.5,166179,121,71,58.5,85.4
A9018,Both,Lung,05yrs,291492,183,52.9,45.3,61.4,247071,158,51.1,43.3,60,23593,18,86.2,49,139.4
A9019,Both,Lung,05yrs,329689,202,63.9,55,73.7,132461,126,67.6,56.1,81.1,128217,60,75.4,55.1,100
A9020,Both,Lung,05yrs,329288,255,74.8,65.7,84.8,73493,87,62.6,49.7,78.8,243898,168,85.3,72.1,100.1
A9021,Both,Lung,05yrs,303290,235,55.7,48.7,63.6,207160,211,59.3,51.4,68.4,35926,,,,
A9022,Both,Lung,05yrs,321131,209,62.9,54.5,72.2,127324,101,62,50.3,75.8,186212,106,63.6,51.7,77.3
A9023,Both,Lung,05yrs,317386,277,77.3,68.2,87.4,102472,69,61.4,47,79.5,189096,198,87.8,75.7,101.3
A9024,Both,Lung,05yrs,306827,203,69.5,59.8,80.2,114148,60,51.4,38.8,67.3,163104,137,87.8,73,104.6
A9025,Both,Lung,05yrs,291306,204,77.2,66.8,88.8,182928,169,82.7,70.5,96.5,88238,32,60.8,40.4,87.1
A9026,Both,Lung,05yrs,314519,168,42.9,36.5,50.2,172173,89,32.6,26,40.7,121567,74,64.7,50.3,81.9
A9027,Both,Lung,05yrs,276946,218,78.7,68.3,90.3,198085,179,83.3,71.2,96.8,46476,29,69.3,45.3,101.2
A9028,Both,Lung,05yrs,307245,233,51.3,44.8,58.6,225182,211,54,46.8,62.4,30191,,,,
A9029,Both,Lung,05yrs,313429,244,82.2,71.9,93.5,280645,235,84.9,74.1,96.8,17595,,,,
A9030,Both,Lung,05yrs,317532,210,60.1,52.1,68.9,161120,160,60.4,51.2,71.1,123013,41,65.4,43.9,92.5
A9031,Both,Lung,05yrs,279051,138,66.9,55.3,80,226152,126,70,57.3,84.5,32895,,,,
A9033,Both,Lung,05yrs,356316,305,85.8,76.1,96.4,318123,296,89.5,79.2,100.8,23840,,,,
A9034,Both,Lung,05yrs,313318,252,66,57.9,74.9,182547,172,65.1,55.6,76,117246,79,67.9,53.3,85.3
A9035,Both,Lung,05yrs,318445,262,72.3,63.7,81.8,159098,141,71.8,60.3,85,147172,120,77,63.5,92.5
A9036,Both,Lung,05yrs,328808,205,55.9,48.4,64.3,232711,173,56,47.8,65.3,74448,28,59.1,36.9,88.6
A9037,Both,Lung,05yrs,302294,296,70.5,62.5,79.3,223980,254,75.7,66.4,86.1,45682,34,64.4,44.3,91
A9038,Both,Lung,05yrs,316397,209,61.4,53.2,70.4,217421,161,60.8,51.7,71.2,75005,44,67.4,48.1,91.6
A9039,Both,Lung,05yrs,324432,243,63.2,55.3,71.9,234029,208,65.3,56.5,75.2,63086,29,57.6,37.9,83.7
A9040,Both,Lung,05yrs,286766,237,77.9,68.2,88.7,190264,193,81.2,70,93.8,63049,40,80.5,56.4,111.1
A9041,Both,Lung,05yrs,318297,128,37.5,31.1,44.8,203504,95,35.4,28.5,43.7,82991,31,53.8,35.2,78
A9042,Both,Lung,05yrs,317095,239,81.4,70.7,93.1,150861,162,86.9,73.5,102.2,113417,62,85.2,61.9,113.6
A9043,Both,Lung,05yrs,305510,209,66.3,57.4,76.1,141494,113,62.1,50.9,75.1,149182,95,75.3,60.3,92.9
A9044,Both,Lung,05yrs,383187,346,88.5,79.3,98.5,157683,196,91,78.5,105,213518,146,85.1,71.3,100.7
A9045,Both,Lung,05yrs,319353,171,50.9,43.4,59.4,72444,52,43,31.9,57.8,221975,112,57.8,47.1,70.1
A9046,Both,Lung,05yrs,312628,176,61.4,52.3,71.6,31567,52,85,60.8,118.4,268319,121,57.9,47,70.3
A9048,Both,Lung,05yrs,322771,117,52.4,43.1,63.2,142080,29,44.2,28.9,64.3,152043,87,57.8,46,71.9
A9049,Both,Lung,05yrs,316574,151,51,42.8,60.2,195249,125,51.5,42.5,61.9,92417,21,49.9,28.7,80
B0002,Both,Lung,05yrs,260582,246,78.4,68.8,89,198503,225,84.4,73.6,96.5,50210,20,47.2,28.1,73.9
B0004,Both,Lung,05yrs,342496,369,81.3,73.1,90.2,202189,252,76.8,67.4,87.4,129062,117,98.1,80.6,118.2
B0010,Both,Lung,05yrs,310725,260,66.9,58.9,75.8,171342,158,62.7,53.1,73.7,129394,100,77.1,62.5,94.1
B0011,Both,Lung,05yrs,365714,289,70,62,78.7,321035,268,71.4,63,80.8,30089,19,63.3,37.2,100.8
B0013,Both,Lung,05yrs,332283,270,86.8,76.4,98.1,221394,210,89.6,77.6,103,70047,41,85.4,59.5,117.9
B0016,Both,Lung,05yrs,288845,257,67.9,59.6,77,161534,147,61.3,51.6,72.6,120627,109,82.1,66.8,99.8
B0019,Both,Lung,05yrs,286279,296,76.9,68.3,86.5,167396,202,77.8,67.2,89.9,111424,93,78.9,63.5,96.9
B0024,Both,Lung,05yrs,382487,312,68.8,61.3,77,230036,217,69.9,60.8,80.1,122434,82,66.3,52.1,83
B0026,Both,Lung,05yrs,256062,231,67,58.5,76.5,162919,174,69.8,59.6,81.5,72653,56,71.1,53.2,93.2
B0030,Both,Lung,05yrs,329054,224,60.3,52.5,69,137686,113,55.9,46,67.6,174549,110,68.7,55.8,83.7
B0032,Both,Lung,05yrs,289491,280,87.2,77.1,98.3,151705,169,86.4,73.7,100.9,128516,107,90.8,73.7,110.6
B0034,Both,Lung,05yrs,479651,430,81.1,73.5,89.2,359372,345,79.8,71.5,88.9,105840,85,94.7,75.2,117.6
B0035,Both,Lung,05yrs,372473,306,73.1,64.9,82.1,234477,226,75,65.3,85.9,121175,72,64.9,50.2,82.5
B0038,Both,Lung,05yrs,295551,244,73.4,64.4,83.4,234789,208,72,62.4,82.6,44080,32,103.9,69.8,147.6
B0043,Both,Lung,05yrs,369689,303,75.9,67.4,85.1,223342,226,78.9,68.8,90.2,120098,72,77.6,60.1,98.3
B0044,Both,Lung,05yrs,360425,356,79.8,71.6,88.7,230083,269,81.9,72.2,92.7,120210,86,78.2,62.2,97
B0047,Both,Lung,05yrs,340416,318,74.9,66.8,83.8,203037,245,82.6,72.4,94,129218,72,61,47.4,77.2
B0049,Both,Lung,05yrs,317291,208,61.7,53.5,70.8,182198,133,57.3,47.8,68.2,122017,75,74.3,58.2,93.4
B0051,Both,Lung,05yrs,466728,404,75.4,68.1,83.2,362772,345,77.3,69.3,86,82981,55,72.6,54.3,94.9
B0058,Both,Lung,05yrs,487370,337,63.1,56.4,70.3,380235,290,62.6,55.5,70.3,67603,38,77.7,54.1,107.5
B0059,Both,Lung,05yrs,265630,214,71.9,62.3,82.6,173496,149,69.9,58.9,82.5,81954,61,79.2,59.9,102.7
B0066,Both,Lung,05yrs,418063,389,80.6,72.7,89.2,232492,235,76,66.5,86.7,174404,151,92,77.6,108.3
B0067,Both,Lung,05yrs,521539,453,70.2,63.8,77.2,401577,366,68.4,61.4,76,96712,82,88.8,70.1,111
B0071,Both,Lung,05yrs,262380,199,89,76.8,102.4,189205,166,89.6,76.3,104.5,39285,23,108.2,66.2,164.7
B0072,Both,Lung,05yrs,263196,163,62.5,53,73.2,174737,111,57.6,47.1,69.8,69660,46,82.3,59,111.3
Statewide,Female,Lung,05yrs,11816700,7606,54.4,53.2,55.6,7072836,5597,58,56.5,59.6,3948962,1850,49.1,46.8,51.4
Nationwide,Female,Lung,05yrs,803387471,517980,52.5,52.3,52.6,509396407,429340,57.4,57.2,57.6,106649302,50910,49.5,49.1,50
A9001,Female,Lung,05yrs,143085,104,64.8,52.8,78.8,117508,100,68.1,55.2,83.2,17122,,,,
A9002,Female,Lung,05yrs,156573,112,59.9,49.1,72.6,74703,84,71.8,56.4,90.8,38022,20,67.1,39.2,106.3
A9003,Female,Lung,05yrs,163534,121,60.2,49.8,72.3,61827,69,72,55.5,92.7,83188,47,53.8,39.1,72.4
A9004,Female,Lung,05yrs,171184,103,48.2,39.2,58.7,78505,57,44.5,33.3,58.9,85128,43,55.1,39.6,74.5
A9005,Female,Lung,05yrs,166396,70,43.5,33.3,55.7,12957,,,,,135789,59,45,33.4,59.3
A9006,Female,Lung,05yrs,150277,70,43.6,33.8,55.4,89673,56,49.6,37.3,64.9,51995,,,,
A9007,Female,Lung,05yrs,169880,66,35.3,27.1,45.3,90849,25,26.5,16.7,40.2,65421,39,45.5,32.2,63
A9008,Female,Lung,05yrs,170875,125,60.7,50.3,72.7,134937,105,61.4,50,74.8,27072,20,75.2,44.9,118
A9009,Female,Lung,05yrs,161952,86,49.5,39.4,61.5,101974,59,44.7,33.9,58.2,52714,27,65.5,42.4,96.2
A9010,Female,Lung,05yrs,166106,107,47.2,38.5,57.4,109118,78,46.1,36.2,58.2,46287,27,52.1,34,76.6
A9011,Female,Lung,05yrs,158425,110,57,46.6,69.2,129017,103,60.9,49.4,74.5,18132,,,,
A9013,Female,Lung,05yrs,150180,110,68.4,56.1,82.7,105236,95,75.5,61,92.7,30177,,,,
A9014,Female,Lung,05yrs,143902,88,70.8,56.3,87.8,115696,80,74,58.2,92.7,17756,,,,
A9015,Female,Lung,05yrs,165107,96,49.1,39.6,60.4,49818,33,58.1,38.8,83.9,104088,55,42.3,31.6,55.6
A9016,Female,Lung,05yrs,208496,125,49.6,41.2,59.2,158421,118,52.9,43.7,63.7,42928,,,,
A9017,Female,Lung,05yrs,161828,126,61.9,51.4,74.1,69394,77,76.5,60.1,96.5,87644,49,50.5,37.1,67.2
A9018,Female,Lung,05yrs,150529,84,45.9,36.4,57.2,127646,73,44.5,34.7,56.5,12063,,,,
A9019,Female,Lung,05yrs,168076,87,50.7,40.4,62.9,67634,55,53.9,40.2,71.4,67615,27,63.4,39.9,94.4
A9020,Female,Lung,05yrs,178654,114,56.2,46.2,67.7,38058,44,58.2,41.7,81.6,134785,70,59.3,45.6,75.7
A9021,Female,Lung,05yrs,155175,126,53.5,44.3,64.3,107532,113,56.8,46.4,69.5,18817,,,,
A9022,Female,Lung,05yrs,164504,84,45.1,35.9,56.1,64080,38,44,31,61.3,96529,46,46.8,34.1,62.7
A9023,Female,Lung,05yrs,161436,117,61.9,51,74.6,48371,30,56.1,37,83,101235,81,63.3,50.1,79.1
A9024,Female,Lung,05yrs,148761,81,52.6,41.5,65.9,53006,27,48.2,31.2,72.4,83077,52,59.1,43.7,78.3
A9025,Female,Lung,05yrs,150575,99,68,55.1,83,93424,80,71.6,56.6,89.6,47250,18,57.5,32.8,92.5
A9026,Female,Lung,05yrs,165312,73,33.3,25.9,42.2,88972,46,30,21.7,41.2,66482,26,40.2,26,59.3
A9027,Female,Lung,05yrs,138701,101,69.1,56,84.4,98855,88,78,62.2,96.7,23999,,,,
A9028,Female,Lung,05yrs,157590,122,47.6,39.3,57.6,116859,111,50.3,40.9,61.8,16322,,,,
A9029,Female,Lung,05yrs,160236,107,65.9,53.8,79.8,143595,100,66.1,53.6,80.7,9428,,,,
A9030,Female,Lung,05yrs,165512,86,43.6,34.8,54.1,82969,67,46.6,35.8,60.6,66713,,,,
A9031,Female,Lung,05yrs,140163,62,53.1,40,68.9,113654,58,57.3,42.7,75,17290,,,,
A9033,Female,Lung,05yrs,178734,124,63.7,52.7,76.3,160025,120,66.3,54.7,79.8,11713,,,,
A9034,Female,Lung,05yrs,162192,110,53.5,43.7,64.9,93315,86,59.3,47.1,74.2,62191,24,40,25.3,60.1
A9035,Female,Lung,05yrs,161184,115,59,48.6,71.1,80212,61,59,44.9,76.3,75058,54,61.6,46.1,81
A9036,Female,Lung,05yrs,170517,101,50.8,41.2,62,119956,81,48.8,38.5,61.3,39739,18,61.6,35.1,99.5
A9037,Female,Lung,05yrs,156555,145,61.7,51.8,73.3,116158,131,70,58.1,84,24186,,,,
A9038,Female,Lung,05yrs,162039,104,54.1,44.1,65.7,109821,87,58.6,46.8,72.7,40405,16,39.9,22.5,65.7
A9039,Female,Lung,05yrs,165630,114,54.8,45,66.2,119073,94,55,44.2,67.9,33186,17,60.5,34.7,97.5
A9040,Female,Lung,05yrs,146174,104,62.2,50.7,75.6,97817,86,66.2,52.7,82.3,32980,17,56.8,32.6,91.8
A9041,Female,Lung,05yrs,165960,66,33.1,25.4,42.5,104746,54,34.8,26,46.2,45540,,,,
A9042,Female,Lung,05yrs,162006,113,71.5,58.3,86.7,76893,86,88.3,70,110.2,60029,21,37.9,22,60.9
A9043,Female,Lung,05yrs,155790,91,50.8,40.8,62.7,70683,54,52.4,39,69.6,78209,36,51,35.3,71.1
A9044,Female,Lung,05yrs,197447,140,62.5,52.5,74,79850,92,76.6,61.5,94.8,112260,47,47.2,34.4,63.1
A9045,Female,Lung,05yrs,171223,72,39.4,30.6,49.8,37556,23,35.2,21.7,56.6,121676,46,42.8,31,57.5
A9046,Female,Lung,05yrs,168061,65,38.6,29.6,49.6,16475,18,51.5,27,97.1,145884,46,35,25,47.6
A9048,Female,Lung,05yrs,162689,42,33.9,24.2,46.1,69311,,,,,80689,29,32.8,21.8,47.7
A9049,Female,Lung,05yrs,165023,74,43.9,34.1,55.6,101151,59,43.6,32.9,57.1,50144,,,,
B0002,Female,Lung,05yrs,119871,94,57.5,46.3,70.8,97466,87,62.6,50,77.9,18913,,,,
B0004,Female,Lung,05yrs,172854,136,55.3,46.2,65.8,102198,94,53.4,42.9,66.2,65366,42,61.1,43.8,83.1
B0010,Female,Lung,05yrs,162132,99,46.4,37.6,56.8,87529,66,49,37.6,63.4,69449,31,42.1,28.5,60.2
B0011,Female,Lung,05yrs,187035,134,60.8,50.8,72.2,164281,129,64.3,53.5,76.7,15567,,,,
B0013,Female,Lung,05yrs,166592,124,76.2,63.2,91.2,110527,98,80.4,65.1,98.4,36621,21,80.4,48.1,124.9
B0016,Female,Lung,05yrs,130695,98,52.1,42.1,64,77207,64,53.3,40.8,69,50304,33,50.7,34.6,72.2
B0019,Female,Lung,05yrs,140315,125,62,51.3,74.5,83165,94,70.4,56.4,87.5,53591,31,47.8,32.1,68.7
B0024,Female,Lung,05yrs,194076,114,46.3,38.1,55.8,117046,84,50.8,40.4,63.3,64229,24,33.8,21.3,51.2
B0026,Female,Lung,05yrs,130963,95,52.5,42.3,64.7,82279,73,58.1,45.2,74.1,38395,22,46.3,28.6,71.4
