Zone,Sex,Cancer,Years,PopTot,Cases,AAIR,LCI,UCI,W_PopTot,W_Cases,W_AAIR,W_LCI,W_UCI,B_PopTot,B_Cases,B_AAIR,B_LCI,B_UCI
A9036,Female,CRC,10yrs,334152,137,35.7,29.9,42.4,239239,106,32.4,26.4,39.4,75506,29,67.1,43.3,98.2
A9037,Female,CRC,10yrs,312517,174,37.8,32.1,44.3,234525,144,39.1,32.6,46.7,48781,25,45.2,28.9,67.5
A9038,Female,CRC,10yrs,311939,135,39.1,32.7,46.4,212625,106,40.2,32.8,48.9,78027,21,33.2,20.2,51
A9039,Female,CRC,10yrs,325378,153,40.7,34.5,47.9,239581,123,40.6,33.6,48.7,61138,21,39.8,24.1,61.5
A9040,Female,CRC,10yrs,290894,129,40.1,33.4,47.7,197531,102,40.5,32.9,49.4,65287,23,37.6,23.6,57
A9041,Female,CRC,10yrs,323679,133,36.2,30.2,43.2,205716,96,35.9,28.8,44.4,89358,30,40.2,26.2,58.6
A9042,Female,CRC,10yrs,322915,135,43,35.7,51.3,156260,81,43.3,34.2,54.3,120339,45,54.8,37.8,76.1
A9043,Female,CRC,10yrs,305115,162,48.3,41.1,56.5,139771,87,45.6,36.2,56.9,153447,74,55.8,43.6,70.4
A9044,Female,CRC,10yrs,394859,196,44.8,38.7,51.7,160960,87,38,30.2,47.4,223798,108,54.9,44.9,66.5
A9045,Female,CRC,10yrs,302035,144,41.5,34.9,49,69862,41,30,20.9,43,210790,94,47.7,38.3,58.6
A9046,Female,CRC,10yrs,335961,175,52.5,44.9,61.1,36797,31,40.4,25.4,64.1,288929,141,56.3,46.7,67.1
A9048,Female,CRC,10yrs,326716,96,39.8,32,48.8,133166,31,40.6,26.3,59.8,169768,65,39.7,30.5,50.7
A9049,Female,CRC,10yrs,323709,109,33.3,27.2,40.4,206419,82,31.3,24.7,39.3,92063,25,67,40.1,103.2
B0002,Female,CRC,10yrs,241270,144,48.4,40.7,57.3,196495,125,49.9,41.3,59.8,38483,16,39.2,22.2,64.2
B0004,Female,CRC,10yrs,352263,237,49.6,43.3,56.5,208680,139,40.3,33.7,48,133889,96,69.7,56.3,85.4
B0010,Female,CRC,10yrs,326702,176,43.3,37,50.5,176808,107,42.2,34.2,51.7,140410,68,47.8,37,60.7
B0011,Female,CRC,10yrs,368795,199,48.6,42,56,325988,176,47.5,40.6,55.2,29976,21,73.7,45.4,113.2
B0013,Female,CRC,10yrs,291822,117,40.6,33.5,48.7,198530,88,40.6,32.5,50.2,60426,19,37.9,22.4,59.8
B0016,Female,CRC,10yrs,263937,159,47.1,39.9,55.2,154673,88,40.8,32.6,50.7,103515,70,58.6,45.3,74.6
B0019,Female,CRC,10yrs,285000,158,38.9,32.9,45.8,169595,96,34.4,27.6,42.6,108994,61,48,36.5,62
B0024,Female,CRC,10yrs,391984,218,47.3,41.2,54.1,237612,119,38.6,31.9,46.4,130810,87,67.9,54,84.2
B0026,Female,CRC,10yrs,260138,142,42.2,35.4,50,163224,104,44.3,35.9,54.3,77606,38,45.3,31.8,62.7
B0030,Female,CRC,10yrs,345489,152,41.3,34.9,48.5,144594,73,38.4,29.9,48.7,185485,72,43.6,33.7,55.3
B0032,Female,CRC,10yrs,285508,138,43.4,36.4,51.4,150661,72,39.2,30.6,49.7,127917,65,52.2,40,66.8
B0034,Female,CRC,10yrs,484870,300,54.5,48.4,61.1,367192,222,50.7,44.1,58,107854,77,75,58.9,94
B0035,Female,CRC,10yrs,369155,190,46.2,39.8,53.4,231100,140,48.7,40.8,57.7,124679,49,42.4,31.2,56.3
B0038,Female,CRC,10yrs,299131,177,51.5,44.1,59.8,239856,143,48.7,40.9,57.6,44646,32,86.2,58.5,122.1
B0043,Female,CRC,10yrs,377118,214,51.6,44.8,59.1,228887,136,46.7,39,55.5,126335,77,70,54.9,87.8
B0044,Female,CRC,10yrs,358671,211,45.6,39.6,52.4,234203,148,45.1,37.9,53.3,115451,63,51.5,39.5,66.1
B0047,Female,CRC,10yrs,350511,208,46.7,40.5,53.7,208740,138,45.8,38.2,54.6,134565,68,49.3,38.2,62.7
B0049,Female,CRC,10yrs,317982,132,37.9,31.6,45.3,180670,80,34.6,27.2,43.6,126709,50,45.9,33.8,60.8
B0051,Female,CRC,10yrs,447961,228,43,37.6,49.1,356547,183,41.8,35.9,48.4,72529,39,51.7,36.6,71
B0058,Female,CRC,10yrs,490887,184,33,28.3,38.1,387835,161,33.6,28.6,39.4,69893,19,30.4,18.2,47.8
B0059,Female,CRC,10yrs,265987,145,49.8,41.9,58.7,171994,95,46,37.1,56.5,85255,48,60.3,44.1,80.3
B0066,Female,CRC,10yrs,437356,264,50.5,44.5,57.1,241067,149,45.3,38.2,53.6,186232,114,61.4,50.5,74
B0067,Female,CRC,10yrs,521702,265,39.9,35.2,45.1,400420,206,37.9,32.8,43.6,100292,55,52.5,39.3,68.7
B0071,Female,CRC,10yrs,248076,84,37.6,29.9,46.6,181809,65,34.6,26.6,44.2,37088,,,,
B0072,Female,CRC,10yrs,267192,86,31.7,25.3,39.3,176932,56,28.5,21.4,37.2,73173,26,42.8,27.4,63.4
Statewide,Male,CRC,10yrs,22132383,12667,58.5,57.5,59.6,13591875,8565,55.7,54.5,56.9,6949759,3767,71.5,69.1,74
Nationwide,Male,CRC,10yrs,1525239467,742198,48.6,48.5,48.7,984673450,564257,48,47.8,48.1,189799278,84580,59.9,59.4,60.3
A9001,Male,CRC,10yrs,261196,117,46.2,38,55.7,217969,105,46.1,37.5,56.1,28600,,,,
A9002,Male,CRC,10yrs,296418,136,48.9,40.6,58.2,143140,95,54.3,43.5,67.1,65022,27,58.1,35.8,88.5
A9003,Male,CRC,10yrs,292569,191,61.5,52.7,71.3,117021,89,55.8,44.6,69.3,137992,90,73.5,58,91.7
A9004,Male,CRC,10yrs,305951,156,49.8,42.2,58.4,143409,87,44.2,35.3,54.9,148089,64,61.2,46.3,79.1
A9005,Male,CRC,10yrs,259406,127,57.2,46.7,69.2,19973,,,,,203227,106,64.9,51.4,80.7
A9006,Male,CRC,10yrs,274142,133,56.9,47.1,68.1,170056,87,53.7,42.5,67,86965,43,68.2,47.6,94.1
A9007,Male,CRC,10yrs,272479,135,54.6,45.4,65,154778,54,40.7,30.2,53.8,94093,73,72.9,56.8,92.3
A9008,Male,CRC,10yrs,327920,200,61.2,52.6,70.8,256595,174,63.3,53.8,73.9,53251,25,61.4,38.4,92.2
A9009,Male,CRC,10yrs,285688,152,59.6,50.1,70.3,183355,122,61.5,50.8,73.8,88067,27,50.3,31.6,75.7
A9010,Male,CRC,10yrs,298401,159,49,41.6,57.4,196992,112,44.3,36.3,53.6,80459,44,69.5,50,93.8
A9011,Male,CRC,10yrs,293301,189,69,58.9,80.3,238848,170,69.5,58.9,81.5,32458,,,,
A9013,Male,CRC,10yrs,288663,144,55.3,46.5,65.3,205005,115,55,45.4,66.2,54492,26,70.9,43,108.7
A9014,Male,CRC,10yrs,265000,132,61.1,50.3,73.5,212286,114,59.2,48,72.2,30589,,,,
A9015,Male,CRC,10yrs,256648,128,51.2,42.5,61.2,94590,46,44.8,32.4,60.6,142277,72,54.3,42.1,68.9
A9016,Male,CRC,10yrs,367371,200,54.2,46.8,62.4,290068,171,52.1,44.5,60.7,64521,27,91.6,55.4,140
A9017,Male,CRC,10yrs,305440,219,67.3,58.4,77.2,137628,97,55.1,44.4,67.8,159196,122,85.9,70.5,103.6
A9018,Male,CRC,10yrs,275885,137,45.9,38.3,54.6,235329,118,44.1,36.2,53.3,22577,,,,
A9019,Male,CRC,10yrs,320973,156,56.4,47.4,66.5,135414,85,51.5,40.8,64.2,119445,56,92.7,66.5,124.6
A9020,Male,CRC,10yrs,301581,164,58.7,49.8,68.7,78547,59,51.3,38.5,67.5,211739,105,63.9,51.3,78.5
A9021,Male,CRC,10yrs,293811,175,51.3,43.8,59.7,204925,157,55.1,46.6,64.9,31180,,,,
A9022,Male,CRC,10yrs,310381,178,63.6,54.2,74,126041,92,64.6,51.7,79.7,177746,85,64.7,51,80.7
A9023,Male,CRC,10yrs,281634,164,58.2,49.1,68.4,92087,47,46.2,32.8,64.2,165097,107,66,53.5,80.6
A9024,Male,CRC,10yrs,282156,126,53.5,43.8,64.6,105883,51,51.1,37.4,68.8,147452,71,57.7,43.6,74.6
A9025,Male,CRC,10yrs,271637,143,64.5,54,76.3,175908,90,51.2,40.9,63.2,77402,49,126.6,89.9,171.9
A9026,Male,CRC,10yrs,295328,168,53.1,45.2,62,167093,113,50.6,41.5,61.3,108206,52,65.2,47.5,87
A9027,Male,CRC,10yrs,274152,162,66.1,55.7,77.9,197990,127,64.6,53.2,77.6,44740,28,95.3,60.3,141.7
A9028,Male,CRC,10yrs,296689,178,47.8,41,55.6,220256,160,49.8,42.2,58.5,25928,,,,
A9029,Male,CRC,10yrs,294919,127,50.8,41.9,61,266705,117,50.3,41.1,60.8,14409,,,,
A9030,Male,CRC,10yrs,301121,152,50.6,42.7,59.6,165442,119,51.4,42.4,62,103463,30,68.9,40.1,107.7
A9031,Male,CRC,10yrs,261621,103,52.5,41.5,65.3,214575,92,54.3,42.3,68.5,28195,,,,
A9033,Male,CRC,10yrs,339754,184,59.1,50.3,69,305828,174,59.6,50.5,69.8,21112,,,,
A9034,Male,CRC,10yrs,299120,167,51.8,44,60.6,178944,105,46.5,37.8,56.7,107536,60,68.2,51.3,88.7
A9035,Male,CRC,10yrs,310335,199,63.9,55.1,73.7,156160,88,49.9,39.8,61.8,143072,110,86.1,70.2,104.5
A9036,Male,CRC,10yrs,309759,166,56,47.6,65.4,224707,139,55,46,65.2,65686,24,67.3,39.6,105.8
A9037,Male,CRC,10yrs,290205,195,53.9,46.4,62.2,217492,159,54.3,46,63.7,42949,26,56.9,36.3,85
A9038,Male,CRC,10yrs,295287,151,52.9,44.5,62.3,207017,111,50,40.9,60.5,66385,37,75.1,51.4,105.7
A9039,Male,CRC,10yrs,312306,162,48,40.7,56.4,231733,130,47.2,39.2,56.4,55243,25,52.3,33,78.9
A9040,Male,CRC,10yrs,279662,178,68,58.2,79.1,187039,138,66.9,56,79.3,59425,33,83,54.2,120.4
A9041,Male,CRC,10yrs,296355,123,45,37.1,54.1,193423,92,43.7,35,54.1,73199,24,54.1,32,84.4
A9042,Male,CRC,10yrs,308652,182,66.6,56.2,78.2,150923,104,62.3,50,76.8,106570,60,87.1,61.5,119
A9043,Male,CRC,10yrs,292477,166,62.4,53,73,138959,82,52.6,41.7,65.7,139125,81,76.9,59.4,97.6
A9044,Male,CRC,10yrs,368106,205,63.3,54.6,72.8,155458,108,60.2,49.2,73,200509,96,72.5,57.8,89.5
A9045,Male,CRC,10yrs,264960,139,52.9,44.2,62.9,65390,45,45.7,33,62.5,176143,88,62.1,48.5,78.2
A9046,Male,CRC,10yrs,288835,153,64.1,53.8,75.6,33477,35,56.5,38.5,82.7,242640,115,70.4,55.9,87.3
A9048,Male,CRC,10yrs,319364,119,64.6,53,77.9,140063,41,70.9,50,97.2,148701,75,65.7,50.9,83.3
A9049,Male,CRC,10yrs,297619,92,36.6,28.9,45.5,193194,77,37.2,28.9,47.1,76636,,,,
B0002,Male,CRC,10yrs,278464,163,57.8,49,67.7,201924,126,52.8,43.7,63.2,61513,33,83.6,55.1,120.8
B0004,Male,CRC,10yrs,344224,235,59.9,52.3,68.3,203696,158,56,47.3,66,129553,74,78.5,61,99.2
B0010,Male,CRC,10yrs,298931,209,65.1,56.4,74.8,169257,135,63.1,52.6,75.1,120580,74,71.9,56,90.7
B0011,Male,CRC,10yrs,353122,188,52.4,44.9,60.9,312276,176,53.7,45.7,62.6,27688,,,,
B0013,Male,CRC,10yrs,292775,136,53,44.1,63.1,200316,101,51.2,41.4,62.7,56277,25,72,44.5,108.9
B0016,Male,CRC,10yrs,319565,224,63.9,55.5,73.3,169727,133,62.1,51.7,74.2,143265,89,69.9,54.9,87.6
B0019,Male,CRC,10yrs,293259,223,65,56.6,74.3,171033,146,60.6,51,71.7,115440,74,78.6,61,99.4
B0024,Male,CRC,10yrs,379617,259,65.5,57.5,74.3,229932,164,60.4,51.3,70.8,118400,81,73.2,57.3,92.2
B0026,Male,CRC,10yrs,248800,186,64.1,54.9,74.3,160869,139,65.1,54.4,77.5,68596,45,71.3,51.3,96.3
B0030,Male,CRC,10yrs,327475,214,66.6,57.6,76.6,143646,100,59.3,48,72.5,167808,110,74.5,60.2,91.2
B0032,Male,CRC,10yrs,287949,191,68.4,58.6,79.4,150330,109,63,51.4,76.5,128172,80,79,60.8,100.7
B0034,Male,CRC,10yrs,472557,337,70.6,63.1,78.8,352791,271,69.2,61,78.2,104179,64,84.1,63.8,108.4
B0035,Male,CRC,10yrs,357919,200,57.3,49.3,66.3,228086,140,55.7,46.4,66.3,113407,59,64.9,48.5,84.9
B0038,Male,CRC,10yrs,282839,175,62.1,53,72.2,226534,154,63.5,53.7,74.6,40934,18,60.8,34.7,98
B0043,Male,CRC,10yrs,359563,233,66.2,57.7,75.6,222016,140,55.1,46.2,65.3,112546,89,108.7,85.5,135.9
B0044,Male,CRC,10yrs,366658,281,72.9,64.4,82.2,230046,204,71.5,61.8,82.4,126986,75,82.8,64.2,104.9
B0047,Male,CRC,10yrs,336578,231,63.5,55.4,72.5,201363,156,60,50.7,70.7,127845,74,71.3,55.4,90.3
B0049,Male,CRC,10yrs,308745,169,59.5,50.7,69.4,182268,116,58.9,48.5,71,112874,52,65.9,48.7,87
B0051,Male,CRC,10yrs,480387,289,58.1,51.4,65.3,366547,234,57.3,50,65.2,94251,50,67.3,49.3,89.5
B0058,Male,CRC,10yrs,473976,277,60.1,53.1,67.8,372715,232,58.5,51,66.7,62003,37,83.7,57.3,117.6
B0059,Male,CRC,10yrs,258300,180,72.5,61.8,84.5,171055,126,69.9,57.7,83.9,77891,53,87.2,63.8,115.8
B0066,Male,CRC,10yrs,402289,315,75.1,66.8,84.1,227095,203,74.3,64.3,85.6,165191,111,80,65.1,97.3
B0067,Male,CRC,10yrs,497280,263,49.6,43.6,56.2,381623,200,46.1,39.7,53.2,94795,59,74.2,55.5,96.9
B0071,Male,CRC,10yrs,266533,117,58.3,48,70.2,194445,101,60.8,49.3,74.2,40280,,,,
B0072,Male,CRC,10yrs,259301,114,50.8,41.5,61.6,174570,77,47.1,36.8,59.4,67477,34,69.1,46.2,98.6
Statewide,Both,Kidney,10yrs,45276693,10152,20.9,20.5,21.3,27625124,7301,21.8,21.3,22.3,14624771,2582,20.3,19.5,21.1
Nationwide,Both,Kidney,10yrs,3101349456,555876,16.3,16.2,16.3,2001944018,421577,16.5,16.4,16.5,397546207,63821,18.1,18,18.3
A9001,Both,Kidney,10yrs,536844,126,21.7,18.1,26,446720,108,21,17.2,25.5,60616,16,39.2,22,64.7
A9002,Both,Kidney,10yrs,608335,126,19.1,15.9,22.9,297612,93,22.6,18.1,28.1,141325,17,19.3,10.3,32.1
A9003,Both,Kidney,10yrs,619506,147,21.4,18,25.3,243283,74,21.6,16.9,27.5,305132,63,23.1,17.5,29.9
A9004,Both,Kidney,10yrs,648755,124,17.1,14.2,20.4,303384,71,16,12.4,20.4,316981,53,19.5,14.4,25.6
A9005,Both,Kidney,10yrs,556314,108,21.7,17.5,26.4,41621,,,,,447071,87,23,18.1,28.9
A9006,Both,Kidney,10yrs,560373,131,23.5,19.6,28,343085,86,22,17.5,27.3,185240,40,27.6,19.3,38.2
A9007,Both,Kidney,10yrs,569429,92,15.8,12.7,19.5,315830,40,12.6,8.8,17.4,206960,44,18.4,13.2,24.9
A9008,Both,Kidney,10yrs,666374,173,22.9,19.5,26.7,524279,146,23.4,19.7,27.7,107615,25,24.6,15.7,36.6
A9009,Both,Kidney,10yrs,601048,126,21.6,17.9,25.8,383634,97,22.9,18.4,28.2,190322,29,21.5,13.9,31.5
A9010,Both,Kidney,10yrs,629987,130,17.5,14.5,20.9,416483,100,18.3,14.8,22.6,172988,29,17.2,11.4,24.8
A9011,Both,Kidney,10yrs,598605,144,21.8,18.3,25.9,489286,130,22.5,18.7,27,67076,,,,
A9013,Both,Kidney,10yrs,579080,112,19.7,16.2,23.7,410189,85,19.2,15.3,23.8,112954,20,20.4,12.2,32
A9014,Both,Kidney,10yrs,539590,94,21.7,17.4,26.7,434590,84,22,17.4,27.4,64519,,,,
A9015,Both,Kidney,10yrs,551350,101,16.2,13.1,19.7,191332,38,17.1,12,23.8,321049,59,16.4,12.4,21.4
A9016,Both,Kidney,10yrs,776973,160,18.7,15.9,21.9,607106,150,20.1,17,23.7,143767,,,,
A9017,Both,Kidney,10yrs,629599,147,20.2,17,23.9,275072,76,19.9,15.6,25.2,337339,71,21.3,16.5,27
A9018,Both,Kidney,10yrs,569674,155,23.9,20.2,28.1,486015,144,25.1,21.1,29.7,46269,,,,
A9019,Both,Kidney,10yrs,654977,129,20,16.6,23.9,276117,72,20.9,16.2,26.6,252355,41,20,13.8,28
A9020,Both,Kidney,10yrs,658806,134,20.1,16.8,23.9,163699,48,18,13.2,24.5,472971,86,21.8,17.3,27.2
A9021,Both,Kidney,10yrs,603116,186,24.4,20.9,28.3,426674,169,26.8,22.7,31.5,65428,,,,
A9022,Both,Kidney,10yrs,636203,151,22.7,19.2,26.7,254072,83,25.6,20.3,32,368673,68,20.4,15.8,26
A9023,Both,Kidney,10yrs,569977,118,18.4,15.1,22.2,172410,32,16.3,11,24,353128,84,21.1,16.7,26.3
A9024,Both,Kidney,10yrs,546091,78,15.1,11.8,19,196546,31,14.9,9.8,21.9,299751,43,15.6,11.1,21.2
A9025,Both,Kidney,10yrs,563033,90,17.3,13.8,21.3,360670,61,15.8,12,20.4,166763,28,24.8,16.1,36.5
A9026,Both,Kidney,10yrs,624247,128,18.6,15.5,22.3,347209,88,19.1,15.2,23.9,239007,36,18.2,12.6,25.4
A9027,Both,Kidney,10yrs,548492,124,22.4,18.5,26.8,395339,103,23.9,19.4,29.1,91803,16,19.1,10.6,31.8
A9028,Both,Kidney,10yrs,610624,168,20.2,17.2,23.7,459056,150,20.8,17.5,24.7,55925,,,,
A9029,Both,Kidney,10yrs,602692,112,19.3,15.8,23.4,545325,109,20.1,16.5,24.4,31051,,,,
A9030,Both,Kidney,10yrs,629650,136,20.4,17,24.2,341952,94,19.7,15.7,24.5,226651,40,25.7,17.8,35.9
A9031,Both,Kidney,10yrs,525781,105,23.7,19.1,29.1,431499,93,24.8,19.8,30.8,59264,,,,
A9033,Both,Kidney,10yrs,681202,162,23.9,20.3,28.1,614162,144,23,19.3,27.2,41964,,,,
A9034,Both,Kidney,10yrs,620709,132,18.8,15.6,22.3,366425,91,19.4,15.5,24,229364,40,19.4,13.7,26.6
A9035,Both,Kidney,10yrs,629186,162,23.3,19.8,27.3,314845,86,23.6,18.8,29.4,292848,74,23.9,18.7,30.1
A9036,Both,Kidney,10yrs,643912,143,21,17.7,24.8,463946,131,23,19.2,27.4,141192,,,,
A9037,Both,Kidney,10yrs,602723,179,22.4,19.2,26.1,452017,143,22.2,18.6,26.4,91730,23,20.3,12.8,31
A9038,Both,Kidney,10yrs,607227,133,20.3,17,24.2,419643,111,22,18,26.6,144412,19,16.5,9.6,26.2
A9039,Both,Kidney,10yrs,637684,185,26.2,22.5,30.4,471314,160,27.8,23.6,32.6,116381,21,22.5,13.5,35
A9040,Both,Kidney,10yrs,570556,133,21.8,18.3,26,384571,113,23.9,19.6,28.8,124713,19,21.7,12.5,34.5
A9041,Both,Kidney,10yrs,620034,121,18.8,15.5,22.6,399139,88,18.1,14.4,22.5,162556,29,25.8,16.6,37.9
A9042,Both,Kidney,10yrs,631566,142,23.3,19.5,27.7,307183,88,23.6,18.8,29.3,226909,38,23.7,15.7,34
A9043,Both,Kidney,10yrs,597592,136,22.7,19,27,278730,81,24.2,19.1,30.2,292572,54,21.8,16.2,28.7
A9044,Both,Kidney,10yrs,762966,128,16.8,14,20.1,316418,69,16.5,12.8,21.1,424307,58,17.9,13.5,23.3
A9045,Both,Kidney,10yrs,566995,110,18.4,15,22.3,135251,32,15.1,10.2,22,386933,74,21.6,16.8,27.4
A9046,Both,Kidney,10yrs,624796,125,20.8,17.2,24.9,70274,30,22.7,14.5,35,531569,95,21.2,16.8,26.3
A9048,Both,Kidney,10yrs,646080,73,17,13.2,21.4,273229,24,20.2,12.8,30.3,318469,48,16.6,12.1,22.2
A9049,Both,Kidney,10yrs,621328,89,15,11.9,18.6,399614,74,15.1,11.8,19.2,168699,,,,
B0002,Both,Kidney,10yrs,519734,107,17.6,14.3,21.3,398419,94,18.6,14.9,22.9,99996,,,,
B0004,Both,Kidney,10yrs,696487,190,21.8,18.7,25.2,412376,131,21.2,17.6,25.4,263442,56,23.1,17.3,30.1
B0010,Both,Kidney,10yrs,625633,127,17.7,14.7,21.1,346065,88,20.2,16,25.1,260990,37,14.2,10,19.7
B0011,Both,Kidney,10yrs,721917,179,22.4,19.1,26,638264,167,22.9,19.5,26.8,57664,,,,
B0013,Both,Kidney,10yrs,584597,103,18,14.6,21.9,398846,70,16.3,12.6,20.7,116703,22,26.3,16.1,40.3
B0016,Both,Kidney,10yrs,583502,167,23.9,20.3,27.9,324400,116,26.8,22,32.5,246780,48,18.6,13.5,24.9
B0019,Both,Kidney,10yrs,578259,150,20.6,17.4,24.3,340628,108,21.9,17.8,26.7,224434,42,18.4,13.2,24.9
B0024,Both,Kidney,10yrs,771601,182,21,18,24.3,467544,121,20.6,17,24.7,249210,55,22.9,17.1,30.1
B0026,Both,Kidney,10yrs,508938,133,20.8,17.3,24.8,324093,102,22.3,18.1,27.4,146202,28,18.9,12.4,27.6
B0030,Both,Kidney,10yrs,672964,157,22.5,19,26.4,288240,93,25.1,20.1,31,353293,62,21,15.8,27.2
B0032,Both,Kidney,10yrs,573457,148,24.4,20.6,28.8,300991,94,26,20.9,32.1,256089,53,23.5,17.4,31
B0034,Both,Kidney,10yrs,957427,217,21,18.3,24.1,719983,176,21.1,18.1,24.6,212033,40,21.5,15.3,29.4
B0035,Both,Kidney,10yrs,727074,184,22.9,19.6,26.6,459186,140,24.3,20.4,28.9,238085,42,19.5,13.9,26.6
B0038,Both,Kidney,10yrs,581970,153,24.7,20.9,29,466390,138,25.9,21.7,30.6,85580,,,,
B0043,Both,Kidney,10yrs,736681,171,23,19.6,26.7,450903,124,23.5,19.5,28.2,238881,45,24.4,17.6,32.8
B0044,Both,Kidney,10yrs,725329,166,20.1,17.1,23.5,464249,127,21.3,17.7,25.5,242437,37,17.5,12.2,24.1
B0047,Both,Kidney,10yrs,687089,162,20,17,23.5,410103,122,21.8,18,26.2,262410,39,16.6,11.7,22.8
B0049,Both,Kidney,10yrs,626727,141,22.1,18.6,26.2,362938,107,24.7,20.1,30.1,239583,33,17.3,11.9,24.4
B0051,Both,Kidney,10yrs,928348,200,19.3,16.7,22.2,723094,166,19.4,16.5,22.7,166780,30,19.3,13,27.7
B0058,Both,Kidney,10yrs,964863,233,22.3,19.5,25.4,760550,200,22.4,19.3,25.8,131896,25,23.7,15,35.5
B0059,Both,Kidney,10yrs,524287,136,24.2,20.2,28.7,343049,105,26.2,21.3,31.9,163146,30,20.6,13.7,29.7
B0066,Both,Kidney,10yrs,839645,249,26,22.9,29.6,468162,176,29.2,24.9,34,351423,71,21.5,16.7,27.1
B0067,Both,Kidney,10yrs,1018982,262,22.1,19.4,25,782043,221,23.2,20.2,26.6,195088,38,19.4,13.6,26.9
B0071,Both,Kidney,10yrs,514609,98,22.5,18.2,27.5,376254,82,23.1,18.3,28.8,77368,,,,
B0072,Both,Kidney,10yrs,526493,105,19.3,15.7,23.5,351502,77,19.8,15.6,24.9,140650,21,16,9.7,25
Statewide,Female,Kidney,10yrs,23144310,3981,15.2,14.7,15.7,14033249,2785,15.6,15.1,16.2,7675012,1087,15.2,14.3,16.2
Nationwide,Female,Kidney,10yrs,1576109989,208590,11.4,11.4,11.5,1017270568,155364,11.4,11.4,11.5,207746929,25514,13,12.8,13.2
A9001,Female,Kidney,10yrs,275648,49,15.8,11.6,21,228752,43,15.6,11.2,21.2,32016,,,,
A9002,Female,Kidney,10yrs,311917,44,12.7,9.1,17.1,154473,34,16.1,10.8,23.3,76302,,,,
A9003,Female,Kidney,10yrs,326937,70,18.3,14.2,23.2,126262,37,20.3,14.1,28.6,167139,30,18.6,12.4,27
A9004,Female,Kidney,10yrs,342804,55,13.4,10,17.5,159976,32,12.6,8.5,18.4,168892,23,15.3,9.6,22.9
A9005,Female,Kidney,10yrs,296909,36,12.9,8.9,18.1,21648,,,,,243844,30,13.4,8.8,19.6
A9006,Female,Kidney,10yrs,286231,53,17.9,13.3,23.5,173029,28,14,9.3,20.5,98275,22,25.9,15.8,39.8
A9007,Female,Kidney,10yrs,296950,35,10.7,7.4,15,161052,,,,,112867,18,11.9,7,19.4
A9008,Female,Kidney,10yrs,338454,79,19.9,15.7,25,267683,67,20.5,15.8,26.3,54364,,,,
A9009,Female,Kidney,10yrs,315360,48,14.8,10.9,19.8,200279,32,14.2,9.5,20.4,102254,16,21.2,11.8,34.8
A9010,Female,Kidney,10yrs,331586,41,9.3,6.6,12.9,219491,32,9.7,6.5,14.3,92529,,,,
A9011,Female,Kidney,10yrs,305304,58,16.6,12.5,21.6,250437,54,17.5,13,23,34618,,,,
A9013,Female,Kidney,10yrs,290418,45,14.8,10.7,19.8,205185,34,14.9,10.3,21.1,58462,,,,
A9014,Female,Kidney,10yrs,274589,30,12.6,8.4,18.1,222304,27,13,8.5,19.1,33930,,,,
A9015,Female,Kidney,10yrs,294701,46,12.7,9.2,17.1,96742,,,,,178771,29,13.3,8.8,19.4
A9016,Female,Kidney,10yrs,409603,54,11.6,8.7,15.2,317038,54,13.3,9.9,17.5,79246,,,,
A9017,Female,Kidney,10yrs,324159,49,12.9,9.5,17.2,137444,27,14.3,9.3,21.4,178143,22,12.2,7.6,18.6
A9018,Female,Kidney,10yrs,293789,51,15,11.1,19.9,250686,48,16.1,11.7,21.5,23692,,,,
A9019,Female,Kidney,10yrs,334005,44,12.7,9.1,17.1,140703,25,13.7,8.7,20.7,132910,,,,
A9020,Female,Kidney,10yrs,357225,54,14.6,10.9,19.1,85151,21,13,7.9,21.4,261232,33,15.3,10.4,21.6
A9021,Female,Kidney,10yrs,309306,84,19.9,15.7,25,221749,72,20.2,15.5,26.1,34248,,,,
A9022,Female,Kidney,10yrs,325822,64,18,13.8,23.1,128032,32,19.5,13.2,28,190927,32,17.3,11.8,24.5
A9023,Female,Kidney,10yrs,288342,45,13.7,9.9,18.5,80323,,,,,188030,35,16,11.1,22.6
A9024,Female,Kidney,10yrs,263935,34,13.3,9.1,18.7,90663,,,,,152299,22,14.9,9.2,22.8
A9025,Female,Kidney,10yrs,291396,44,15.2,11,20.4,184762,26,11.8,7.7,17.5,89361,18,27.8,16,44.7
A9026,Female,Kidney,10yrs,328919,48,12.5,9.1,16.9,180116,31,11.9,7.7,17.8,130801,,,,
A9027,Female,Kidney,10yrs,274340,38,13.5,9.5,18.7,197350,32,14.6,9.9,20.9,47064,,,,
A9028,Female,Kidney,10yrs,313934,67,14,10.6,18.2,238801,60,14.7,10.9,19.7,29997,,,,
A9029,Female,Kidney,10yrs,307774,45,14.6,10.6,19.6,278620,44,15.3,11,20.6,16643,,,,
A9030,Female,Kidney,10yrs,328529,55,14.8,11,19.3,176510,37,13.6,9.3,19.5,123188,18,18.8,10.8,30.6
A9031,Female,Kidney,10yrs,264160,34,15.6,10.5,22.1,216924,32,17.3,11.5,24.7,31069,,,,
A9033,Female,Kidney,10yrs,341447,62,17.4,13.3,22.4,308334,55,16.6,12.4,21.7,20851,,,,
A9034,Female,Kidney,10yrs,321590,51,13.4,9.9,17.8,187481,33,14.6,9.8,21.1,121828,18,14,8.2,22.4
